,County Name,Overdoses,Hospitals,Median_Age,Average_Family_Size,Number of Roads,Traffic_Volume,Population,Population_Density,Area_Sq_Miles,Number of Pharmacies,Number of Local Law Enforcements,Number of Fire Departments,Crude Depression Prevalence Estimate,Percent_Male,Shannon_Weiner,Percent_H
3935,GOSHEN,0.0,1.0,43.5,2.82,226.0,515531.0,3072922.0,1333.4,504502.06,3.0,,7.0,16.8,0.530011144722178,0.1845136566443657,0.1150294539086132
3936,GOSPER,0.0,,47.0,2.85,42.0,36935.0,86226.0,184.8,19434.24,,,1.0,15.5,0.5337389380530974,0.1313677372667318,0.0663716814159292
3937,GRADY,432.0,2.0,37.95,3.053333333333333,864.0,2370350.0,35944344.0,43488.0,722435.04,1.0,2.0,7.0,20.3,0.4865426022762227,0.5073433846711095,0.1227314672408489
3941,GRAFTON,725.0,5.0,41.2,2.8,2161.0,5661775.0,195564017.0,109994.9,3782138.98,,2.0,29.0,22.5,0.4977064723569563,0.2268944736963497,0.0271601957728858
3942,GRAHAM,462.0,2.0,36.60884433962264,3.2653891509433963,848.0,1165312.0,23246959.0,8555.4,2850491.6100000003,7.0,4.0,5.0,19.5,0.5279661672554733,0.3919560181533767,0.335207199773073
3951,GRAINGER,496.0,,42.1,2.92,121.0,394667.0,2768964.0,9062.9,36584.350000000006,,1.0,5.0,27.2,0.5051283107467974,0.1207654466248775,0.0373192733863327
3952,GRAND,76.0,2.0,40.52820512820513,2.8655555555555554,234.0,886872.0,2811780.0,1114.2,684248.8,6.0,4.0,7.0,19.3,0.5363688249096328,0.1760657095056679,0.1017819772972287
3956,GRAND FORKS,197.0,2.0,29.8,2.91,1286.0,5232240.0,87939252.0,59670.4,1851647.1,14.0,,12.0,18.6,0.5166061342576609,0.3586949153730925,0.0508196042147128
3957,GRAND ISLE,0.0,,45.5,2.79,91.0,146566.0,638456.0,3257.8,17702.23,,1.0,5.0,22.2,0.5143543864334357,0.1935656258641539,0.0229670182934971
3958,GRANT,2677.0,18.0,39.99843342036554,2.988508485639687,3064.0,9896944.0,118672942.0,150015.2,4449802.35,27.0,25.0,110.0,24.8,0.5007709251101321,0.1919010007242943,0.0340308370044052
4168,GRANVILLE,624.0,3.0,39.8,3.05,563.0,1899500.0,32510435.0,62887.1,302117.06,,,11.0,21.1,0.5151446618096054,0.5231133675217139,0.1029029287756651
4169,GRAYS HARBOR,1278.0,2.0,41.9,2.94,314.0,2661300.0,22847896.0,11837.8,606151.88,15.0,2.0,19.0,28.6,0.512902723331343,0.3596826975453132,0.1132298346270671
4170,GRAYSON,809.0,4.0,42.68062827225131,2.8780890052356023,1528.0,5155223.0,89848588.0,109681.6,1013909.6,,5.0,29.0,26.6,0.5064774135406106,0.1197891018694408,0.0159588449551274
4179,GREELEY,0.0,1.0,46.4843137254902,2.90156862745098,153.0,79628.0,266049.0,398.8,107673.73,2.0,1.0,4.0,18.6,0.5028618152085037,0.1222566274436768,0.205233033524121
4183,GREENBRIER,918.0,1.0,45.0,2.79,342.0,1105245.0,12281562.0,11833.2,350351.64,,,14.0,26.1,0.4915060891012794,0.1840784094647779,0.0208108524741791
4184,GREENE,4076.0,17.0,38.48656493804497,2.9258157411656724,8716.0,44171469.0,1285542188.0,2077855.5,4996566.64,25.0,21.0,125.0,22.1,0.4645648073295608,0.3701445718595896,0.0218270008084074
4380,GREENVILLE,8701.0,8.0,37.1,3.03,865.0,10719625.0,401700810.0,491147.0,687458.75,,1.0,27.0,21.6,0.4866812665389178,0.4586123885190337,0.1031736472305867
4381,GREENWOOD,1248.0,2.0,42.2,2.8790804597701145,522.0,1257902.0,19850754.0,40334.4,423763.98,,,14.0,18.7,0.5090082505472302,0.1888600839086616,0.0434416568445866
4385,GREER,0.0,1.0,40.1,2.91,114.0,65180.0,713868.0,1105.8,73366.98000000001,,,3.0,23.2,0.5714800793221562,0.4187285760690219,0.1265548945375879
4386,GREGG,422.0,3.0,35.3,3.11,1019.0,5900215.0,125685498.0,448767.6,281682.17,,2.0,9.0,23.0,0.4901907639326228,0.466362697899946,0.2022193346779015
4387,GREGORY,0.0,2.0,48.0,2.84,31.0,20438.0,132804.0,127.1,32653.54,2.0,1.0,5.0,15.0,0.5121150933871782,0.3017483695253523,0.019434628975265
4388,GRIGGS,0.0,1.0,51.7,2.7,105.0,44230.0,259455.0,357.0,75228.3,1.0,,4.0,17.0,0.5004440497335702,0.0749658620497439,0.0111012433392539
4389,GRUNDY,788.0,3.0,37.70158469945355,3.0941803278688527,1830.0,5539313.0,72242987.0,166136.4,797057.67,3.0,6.0,28.0,17.2,0.5035538545653363,0.1769853994922507,0.1177014008031522
4405,GUADALUPE,617.0,2.0,40.1,2.93,162.0,529641.0,770634.0,243.0,491088.42,1.0,2.0,14.0,15.6,0.5781902552204177,0.3009030847724034,0.7937354988399072
4409,GUERNSEY,617.0,1.0,40.9,2.9500000000000006,449.0,1481412.0,17947877.0,34079.100000000006,237206.7,,,10.0,25.6,0.5004987138432464,0.1555472785025064,0.0130978004094703
4410,GUILFORD,7411.0,2.0,36.3,3.01,2450.0,29145880.0,1222449550.0,1819370.0,1611365.0,,,20.0,19.8,0.4742474377450325,0.625145602210331,0.0901481594064101
4411,GUNNISON,0.0,1.0,34.3,2.79,91.0,395422.0,1397760.0,427.7,296649.99,2.0,3.0,6.0,19.6,0.5408003706492153,0.2080965173500445,0.1040134360340534
4412,GUTHRIE,0.0,1.0,44.8,2.88,75.0,175807.0,816900.0,1387.5,44481.75,2.0,3.0,9.0,16.5,0.5014558091481168,0.1145489504807087,0.0300554146707992
4413,GWINNETT,5512.0,5.0,,,,,,,,,9.0,1.0,16.5,0.4910058204567987,0.7050247450251812,0.2229972122913447
4414,HAAKON,0.0,1.0,48.4,2.86,46.0,16876.0,88872.0,50.6,84046.59999999999,1.0,1.0,3.0,15.7,0.4890470974808324,0.2278478099722788,0.0262869660460021
4415,HABERSHAM,394.0,1.0,38.5,3.08,280.0,1540019.0,12099360.0,43176.0,78148.0,,6.0,4.0,21.6,0.4825065824117956,0.2982059569261562,0.1701527119536598
4416,HAINES,0.0,,46.9,2.74,121.0,65624.0,317383.0,133.10000000000002,286469.92,1.0,,1.0,16.3,,,
4417,HALE,0.0,3.0,35.726077097505666,3.196213151927437,441.0,1113919.0,12028137.0,13584.8,375893.24,8.0,1.0,8.0,23.6,0.4754367934224049,0.4778176566220963,0.0161699212058924
4421,HALIFAX,1245.0,2.0,44.6,2.9100000000000006,773.0,1786146.0,28228414.0,33780.100000000006,641203.5,,1.0,22.0,21.8,0.4859137268015382,0.5901346275126599,0.0348603912389232
4425,HALL,1859.0,3.0,35.634230445752735,3.258393608074012,1189.0,9165045.0,147097364.0,323909.0,605530.66,17.0,4.0,10.0,19.0,0.5006911402403476,0.3481702060222791,0.2981635416470765
4434,HAMBLEN,1204.0,1.0,39.6,2.98,249.0,1871895.0,15679032.0,88718.7,43711.95,,,5.0,26.9,0.4936318438497422,0.2654874180769488,0.1264884605941566
4435,HAMILTON,22521.0,29.0,37.73095935912466,3.051731144978507,10236.0,110117024.0,5079174854.0,11991665.9,4712101.74,8.0,24.0,89.0,19.1,0.5422561852160097,0.5268092159675312,0.1170462283422864
4535,HAMLIN,0.0,,36.7,3.28,31.0,42545.0,179831.0,341.0,16678.93,,,6.0,14.8,0.5259760705289672,0.1231503545664491,0.0604534005037783
4536,HAMPSHIRE,509.0,3.0,37.40880169671262,2.8932025450689287,943.0,4603196.0,129893303.0,235138.8,529322.71,,15.0,28.0,20.3,0.4679865672743376,0.3236354806828314,0.0650232489482618
4540,HAMPTON (CITY),1727.0,,,,,,,,,,,,,,,
4541,HANCOCK,2529.0,10.0,42.47401107594937,2.9133524525316457,5056.0,10286057.0,176409830.0,461495.7,2807429.21,2.0,20.0,79.0,17.9,0.5559794920710623,0.4686786570848296,0.0311195898414212
4641,HAND,0.0,1.0,48.0,2.84,35.0,36990.0,120015.0,84.0,50412.95,1.0,,3.0,14.3,0.5085987261146497,0.1146347188247744,0.0200636942675159
4642,HANOVER,1147.0,1.0,,,,,,,,,1.0,5.0,19.2,0.4955108112415661,0.3526744431366552,0.0362145602011723
4643,HANSFORD,0.0,1.0,35.4,3.25,104.0,79688.0,588432.0,634.4,95720.56,1.0,,2.0,21.9,0.5103863327509222,0.1815176823250033,0.5012618908949719
4644,HANSON,0.0,,35.5,3.14,37.0,79872.0,122803.0,284.90000000000003,16108.69,,,3.0,15.9,0.5177694308003468,0.129781935627805,0.0144466917075989
4645,HARALSON,241.0,1.0,38.4,3.09,186.0,844902.0,5340618.0,18897.6,52675.2,,5.0,2.0,21.5,0.4921658103838912,0.2258945546903945,0.0244439480486326
4646,HARDEE,54.0,1.0,32.8,3.52,78.0,461560.0,2209584.0,3385.2,49788.96000000001,,3.0,1.0,19.8,0.5362448820432832,0.3256286858450952,0.4425034119711444
4647,HARDEMAN,0.0,3.0,40.73869969040248,2.9972445820433435,323.0,797794.0,5499659.0,8204.5,220311.75,,1.0,8.0,24.0,0.5516863175212503,0.5135183469809619,0.0219358376748012
4651,HARDIN,1143.0,7.0,38.639730200174064,2.988711923411662,2298.0,9835883.0,126594093.0,188250.2,1459274.42,7.0,10.0,43.0,17.6,0.5148735056991938,0.1631301490685886,0.0258548790658882
4687,HARDING,0.0,,48.45,2.7116666666666664,48.0,17257.0,49852.0,20.0,117489.68,,1.0,8.0,16.7,0.5318471337579618,0.2535195052441943,0.445859872611465
4691,HARDY,83.0,,42.7,2.86,146.0,301399.0,2078310.0,3504.0,85334.08,,,2.0,27.1,0.512260428410372,0.2028945699823394,0.0454481397970687
4692,HARLAN,0.0,2.0,48.7,2.8,90.0,99385.0,309960.0,540.0,51663.6,,3.0,15.0,28.8,0.4821525991738757,0.138360437816424,0.011222819733458
4696,HARMON,0.0,1.0,39.7,3.06,56.0,20710.0,164136.0,302.40000000000003,30163.84,,,1.0,22.3,0.4872322899505766,0.4610439270791931,0.3307248764415156
4697,HARNETT,2054.0,2.0,33.5,3.16,626.0,3912140.0,74719986.0,119378.2,376513.96,,,11.0,22.8,0.4968595136567938,0.525190159765211,0.1452474933732856
4698,HARNEY,0.0,1.0,45.2,2.81,127.0,206291.0,959358.0,88.89999999999999,1298784.55,,2.0,2.0,22.4,0.5016633399866933,0.2684983182974699,0.0589487691284098
4699,HARPER,0.0,2.0,42.60259740259741,2.897922077922078,308.0,220147.0,1561274.0,1818.0,276595.49,4.0,2.0,6.0,19.0,0.5104264512492955,0.2124005113269052,0.0749577306030434
4703,HARRIS,37326.0,48.0,32.36718773485646,3.423346610551631,13306.0,227952034.0,55054092299.0,30131073.3,23353013.32,,10.0,54.0,19.2,0.5064505458154152,0.4210931491085514,0.0509427720807145
4707,HARRISON,2462.0,15.0,39.46908859145953,2.9949776927979603,3138.0,16673515.0,246793898.0,423397.2,1857634.4,7.0,9.0,70.0,23.0,0.504604652329929,0.1202977450723536,0.0221324433514842
4771,HARRISONBURG (CITY),20.0,,,,,,,,,,,,,,,
4772,HART,52.0,1.0,41.31228448275862,2.996659482758621,464.0,1613176.0,10125856.0,32514.0,157612.39,,5.0,8.0,20.5,0.4987179010739901,0.408628974311767,0.0423278457021814
4776,HARTFORD,15321.0,8.0,39.9,3.06,4683.0,66575709.0,4194848763.0,5578389.600000001,3514731.9899999998,,23.0,39.0,20.5,,,
4777,HARTLEY,0.0,,39.0,3.11,69.0,180250.0,428283.0,282.9,100958.04,2.0,,,19.6,0.5862135176651305,0.2470545227462491,0.2843701996927803
4778,HASKELL,0.0,3.0,40.19381898454746,3.03280353200883,453.0,520687.0,3245602.0,4604.0,332796.88,2.0,3.0,15.0,19.4,0.4994407158836689,0.1898023452759817,0.3221476510067114
4787,HAWAII,1102.0,6.0,40.9,3.22,590.0,8916639.0,110904070.0,27140.0,2376419.7,34.0,1.0,4.0,16.8,0.4975692509027458,0.8637107253914516,0.1390592055836948
4788,HAWKINS,850.0,1.0,42.1,2.88,186.0,672456.0,10668030.0,21166.8,92908.86,,,12.0,27.7,0.4949089468152921,0.138391478168032,0.0205881846217459
4789,HAYES,0.0,,47.7,2.8300000000000005,28.0,12790.0,27468.0,39.2,19973.24,,,1.0,16.0,0.5064782096584217,0.125685742197761,0.0730270906949352
4790,HAYS,1015.0,4.0,,,,,,,,,,10.0,19.9,0.4998755687621877,0.3063205018115325,0.4079153124709815
4791,HAYWOOD,891.0,2.0,43.45748792270532,2.8517391304347823,621.0,3260316.0,28558037.0,51051.2,340103.83,,,14.0,23.4,0.4886997077097542,0.1645863205735706,0.0489705952818284
4795,HEMPHILL,0.0,1.0,35.8,3.18,57.0,60376.0,220134.0,239.4,51997.11,1.0,,2.0,21.4,0.4982903326080199,0.202080737933734,0.3434877214796394
4796,HEMPSTEAD,0.0,1.0,37.8,3.04,199.0,697670.0,4530633.0,6069.5,147498.80000000002,,,9.0,23.3,0.4912352850460083,0.5115475055433738,0.1415719940369094
4797,HENDERSON,1881.0,5.0,43.49701368726669,2.8837453338863543,2411.0,8644324.0,143909542.0,279614.9,1356157.54,,4.0,48.0,16.6,0.5004064379775647,0.1183131293893923,0.0203218988782311
4822,HENDRICKS,1741.0,3.0,36.6,3.12,1739.0,9918792.0,259323158.0,618736.2000000001,710937.98,,6.0,11.0,20.6,0.5027666078648362,0.3894569406283277,0.0500509494121643
4823,HENDRY,411.0,1.0,32.8,3.4799999999999995,86.0,752450.0,3397430.0,2829.4,102309.9,,2.0,6.0,18.3,0.5485135102445633,0.3873279240195149,0.5842182926534265
4824,HENRICO,4150.0,1.0,,,,,,,,,1.0,2.0,17.5,0.4771291344524227,0.6507092105273626,0.0642079038932573
4825,HENRY,3844.0,9.0,41.1698024948025,2.94223665973666,5772.0,20283029.0,291268770.0,639127.6,3258391.5,1.0,22.0,75.0,24.3,0.4860379495893515,0.4440034327458324,0.0269612007929764
4925,HERKIMER,434.0,1.0,42.1,2.95,566.0,1517250.0,36894144.0,25017.2,825375.16,,3.0,21.0,21.2,0.5011534218180602,0.1481617786225112,0.0275651098258165
4926,HERNANDO,3433.0,3.0,47.7,2.82,416.0,4530368.0,72377344.0,146931.19999999998,203498.88,,2.0,4.0,19.3,0.4860171293790117,0.2991482584834882,0.1707089552238806
4927,HETTINGER,0.0,,49.2,2.75,57.0,31430.0,144039.0,125.4,64623.18,2.0,1.0,4.0,18.3,0.4925187032418953,0.2048497940335006,0.0187032418952618
4928,HICKMAN,800.0,1.0,43.17173144876325,2.911060070671378,283.0,486090.0,3267728.0,7496.599999999999,106097.71,,2.0,4.0,24.5,0.473767526006332,0.2861482322738666,0.0235187697874265
4932,HIDALGO,1807.0,6.0,29.11154192966637,3.884815148782687,2218.0,23209943.0,1659486770.0,1015424.6,3778627.14,1.0,5.0,22.0,17.8,0.5106170372220834,0.2147518861585012,0.5920559580314764
4936,HIGHLAND,684.0,2.0,42.09036144578313,2.939277108433735,581.0,1051204.0,19934383.0,35733.59999999999,305223.03,,,9.0,25.1,0.4961858449908967,0.1451149501873777,0.0144960936599755
4940,HIGHLANDS,1410.0,2.0,51.5,2.74,182.0,1416206.0,17940650.0,16252.599999999997,201361.16000000003,,2.0,11.0,18.4,0.4898975553409456,0.3541367073170163,0.2258327179079323
4941,HILL,381.0,2.0,38.87257525083612,3.074849498327759,598.0,2628468.0,16896644.0,14606.6,1018030.06,7.0,3.0,21.0,22.4,0.5087129698780184,0.4877359455916456,0.0404530744336569
4945,HILLSBOROUGH,25400.0,14.0,39.18914362084919,3.0502035571090778,9727.0,35693500.0,3937816647.0,4390394.3,8686350.11,,9.0,37.0,17.1,0.493466270094317,0.5179320114627943,0.3054210629610368
4949,HINSDALE,0.0,,47.1,2.64,21.0,16270.0,17325.0,16.8,23585.94,,1.0,,18.8,0.5148387096774194,0.1960122602977256,0.064516129032258
4950,HITCHCOCK,0.0,,47.8,2.78,70.0,59285.0,205730.0,280.0,50295.0,,,,16.9,0.5103926096997691,0.1182246399440205,0.0373364126250962
4951,HOCKING,445.0,1.0,40.9,2.98,343.0,887491.0,10113698.0,23804.2,145277.65,,,6.0,24.4,0.5010409936104531,0.1166093246600505,0.0115945150405628
4952,HOKE,688.0,1.0,31.0,3.23,259.0,959840.0,12856242.0,31002.3,101613.47,,,6.0,22.2,0.4905088590179783,0.7288495824516087,0.1538104002825961
4953,HOLT,0.0,3.0,46.29365079365079,2.8036507936507937,315.0,416271.0,2281540.0,2501.5,401054.85,4.0,,7.0,22.2,0.4927264195213515,0.1314334240859876,0.015016424213984
4957,HONOLULU,7485.0,12.0,,,,,,,,123.0,1.0,5.0,13.3,0.5055040084850116,0.8563362573976134,0.1033980221727173
4958,HOOD,278.0,1.0,45.9,2.85,301.0,1768988.0,16030959.0,35277.200000000004,131458.74,,2.0,9.0,21.7,0.4928811414279903,0.1772741583373276,0.1377367302969581
4959,HOOKER,0.0,,50.10000000000001,2.77,21.0,11095.0,15624.0,21.0,15150.87,,,1.0,15.4,0.4839650145772595,0.0830468935399144,0.0306122448979591
4960,HOONAH-ANGOON (CA),0.0,,,,,,,,,,,,,,,
4961,HOPEWELL (CITY),760.0,,,,,,,,,,,,,,,
4962,HORRY,7843.0,5.0,41.2,2.84,545.0,5967175.0,153257815.0,128293.0,623523.6,,3.0,7.0,21.6,0.4841438680661235,0.3729899614995008,0.0649750326937282
4963,HOT SPRING,53.0,1.0,40.1,2.9399999999999995,201.0,1006620.0,6616317.0,10632.9,125050.14,,1.0,8.0,25.3,0.5279944583320785,0.3300024599491045,0.0390024997741167
4964,HOT SPRINGS,0.0,1.0,48.3,2.7,64.0,112643.0,317056.0,153.6,128403.84,2.0,,1.0,17.5,0.5019616390584133,0.201326699365682,0.0466434176111595
4965,HOUSTON,1732.0,6.0,38.67015735214325,2.989522517634292,1843.0,10474395.0,168708341.0,348890.0,1085422.15,1.0,6.0,37.0,26.0,0.4802968199187631,0.4941337838103208,0.0389529880920437
4990,HOWARD,1579.0,8.0,39.84221854304636,3.056145695364238,3020.0,25031354.0,397040567.0,1465020.1,1219645.26,12.0,7.0,28.0,23.9,0.4870590109102493,0.4565060574470997,0.1384088556183801
5039,HUDSON,6937.0,7.0,34.3,3.2,1136.0,16154823.0,729845920.0,15297830.4,53505.6,,2.0,8.0,15.7,0.5002829252480216,0.6555579164748878,0.4237921651032322
5040,HUDSPETH,0.0,,36.6,3.47,186.0,448472.0,653046.0,148.8,850317.6000000001,,,2.0,21.2,0.6503496503496503,0.3160379842066531,0.7925407925407926
5041,HUGHES,0.0,2.0,40.00546218487395,2.9684873949579837,238.0,541871.0,3688085.0,4401.1,192815.54,8.0,,10.0,25.5,0.5544118743939733,0.6314044079167163,0.0654135899157156
5045,HUMBOLDT,2250.0,7.0,41.15622849277357,2.901493461803166,1453.0,6236772.0,65642992.0,34211.5,3837518.46,32.0,10.0,44.0,20.0,0.4957929042293163,0.4363812002676735,0.1322568698614917
5054,HUMPHREYS,73.0,1.0,37.79041095890411,3.1646575342465755,219.0,584151.0,2957409.0,5900.7,106867.41,,1.0,6.0,20.4,0.4699304513841538,0.4008044043260427,0.0410473203327423
5058,HUNT,506.0,2.0,37.8,3.12,1035.0,2528331.0,90098820.0,101016.0,912901.0499999998,,4.0,10.0,23.0,0.4955394248351527,0.3563319169557239,0.2019726270294231
5059,HUNTERDON,692.0,1.0,43.4,3.1,799.0,9049928.0,103278740.0,234266.8,349770.24,,2.0,27.0,16.9,0.4938933709362984,0.2759681219473581,0.0802838715642987
5060,HUNTINGDON,295.0,1.0,41.2,2.89,1036.0,1125520.0,48045536.0,53457.6,921066.1599999998,,1.0,16.0,21.3,0.5301171414708533,0.2129683331732643,0.0210484970310297
5061,HUNTINGTON,451.0,1.0,39.0,2.97,446.0,1805005.0,16612162.0,42726.8,172918.66,,6.0,7.0,23.0,0.4994570234022913,0.1273771922403582,0.03048813596134
5062,HURON,1085.0,5.0,39.81290322580645,3.006774193548387,744.0,1828257.0,40793810.0,78798.0,414188.06,,6.0,21.0,21.5,0.5032322068612392,0.1038976722230641,0.0279697900665642
5066,HUTCHINSON,126.0,3.0,39.49891891891892,2.966918918918919,185.0,558296.0,3584271.0,4035.7,162835.62,9.0,2.0,8.0,14.7,0.500271444082519,0.1530544997905906,0.0260586319218241
5070,HYDE,0.0,,42.349541284403664,2.9120183486238536,109.0,70038.0,535865.0,766.0,78924.63,,,5.0,21.4,0.5625,0.4875615416253158,0.1022727272727272
5074,IDA,0.0,1.0,44.7,2.86,919.0,519749.0,6521224.0,15071.6,397044.76,1.0,1.0,4.0,17.1,0.5010162601626016,0.1260114649575404,0.0432636469221835
5075,IMPERIAL,1457.0,2.0,32.0,3.76,635.0,7089145.0,113087785.0,24701.5,2845365.1500000004,21.0,7.0,9.0,16.7,0.5127942567132777,0.287360931128803,0.8606704604589481
5076,INDEPENDENCE,40.0,1.0,38.9,2.9600000000000004,195.0,855510.0,7190820.0,9262.5,150442.5,2.0,,11.0,25.5,0.4948741599683753,0.2150826736917665,0.0758729740413756
5077,INDIAN RIVER,1826.0,2.0,49.0,2.77,493.0,5308512.0,69248752.0,131877.5,254402.79,,4.0,2.0,16.9,0.4831492901190305,0.3249574784252477,0.1373691381041158
5078,INDIANA,1537.0,1.0,38.1,2.91,1170.0,2679140.0,105852240.0,124605.0,976294.8,,,16.0,23.6,0.5013802331328279,0.1759322006364863,0.0168521041021251
5079,INYO,225.0,2.0,45.5,2.88,116.0,584443.0,2158876.0,208.8,1186343.6,4.0,2.0,9.0,17.4,0.5056629981835666,0.4469147594961523,0.2475157602307938
5080,IOWA,0.0,2.0,42.1017094017094,2.934575936883629,1521.0,2786645.0,26768751.0,42979.8,935436.43,6.0,2.0,43.0,17.5,0.5078603945371776,0.104958222067443,0.0382397572078907
5084,IREDELL,1445.0,3.0,38.7,3.04,1124.0,8577990.0,183276068.0,300332.8,670735.76,,,16.0,21.2,0.4970928600233796,0.4043027337553124,0.0880820022767066
5085,IRION,0.0,,45.1,2.91,36.0,73134.0,58536.0,54.0,37857.24,,,,20.6,0.4980392156862745,0.1836967718715084,0.2849673202614379
5086,IRON,154.0,3.0,38.69492063492064,3.0390476190476194,630.0,2076918.0,16799770.0,8195.6,1212890.42,5.0,5.0,23.0,21.1,0.502409223885734,0.152868455575889,0.0252108070900017
5102,IROQUOIS,10.0,1.0,43.3,2.95,2092.0,2247580.0,62385532.0,55647.2,2340404.08,,6.0,19.0,17.6,0.4962036792203377,0.1356594637520164,0.080421561591055
5103,IRWIN,0.0,,38.7,3.05,157.0,279453.0,1525255.0,4129.1,56956.46,,2.0,2.0,20.5,0.4939732632040324,0.4347439036385777,0.0454744685513916
5104,ISLAND,554.0,2.0,43.3,2.81,692.0,2581639.0,54757268.0,257354.8,146067.36000000002,12.0,,5.0,24.1,0.5044271284271284,0.393811052185024,0.0871341991341991
5105,ISLE OF WIGHT,177.0,,43.7,2.95,696.0,2315120.0,24865296.0,76281.59999999999,223958.88,,,6.0,19.3,0.4954546586635451,0.4674574290392412,0.0463500286418769
5106,IZARD,0.0,,47.3,2.76,93.0,132540.0,1251966.0,2185.5,54314.79,5.0,1.0,7.0,24.1,0.528616173120729,0.1710671407684375,0.0293280182232346
5107,JACK,0.0,1.0,39.3,3.02,116.0,194002.0,1051076.0,1136.8000000000002,106742.04,,1.0,4.0,22.9,0.5628782784129119,0.2275343162031335,0.1863931853844429
5108,JACKSON,6277.0,33.0,37.58396984567244,2.9812509778820853,14061.0,75817938.0,3725197773.0,5444348.699999999,13522686.61,68.0,60.0,204.0,27.6,0.4937891134597568,0.2543532039707402,0.0348263409653816
5660,JAMES CITY,382.0,3.0,44.9,2.85,1185.0,5859534.0,82261515.0,533724.0,176304.3,,,1.0,17.5,0.4835773839579305,0.4404543801386902,0.0691510979199251
5661,JASPER,752.0,9.0,39.705014634146345,2.9674243902439024,5125.0,14828855.0,243006652.0,365190.2,3505267.02,14.0,19.0,49.0,21.1,0.4928844586546298,0.3823119690117076,0.0437590119741709
5725,JAY,157.0,1.0,38.8,3.1,338.0,739618.0,7137208.0,18691.4,129825.8,,3.0,6.0,23.3,0.5033666699673235,0.098429073871024,0.0366868006733339
5726,JEFF DAVIS,0.0,1.0,39.875,2.995000000000001,216.0,602127.0,2632986.0,7327.8,176625.36,,1.0,4.0,22.1,0.4947948149640674,0.3887504893664354,0.1352004835784807
5730,JEFFERSON,27509.0,58.0,39.10883823149185,2.9914418684822888,23206.0,193879655.0,8546097252.0,13029901.5,17134173.18,108.0,60.0,301.0,22.3,0.4747591331046018,0.531959176790679,0.0440045145166356
6380,JENKINS,0.0,1.0,38.1,3.16,115.0,184632.0,959790.0,2725.5,40522.55,,2.0,1.0,20.7,0.5320520197951433,0.5316420567154508,0.0706640580043733
6381,JENNINGS,361.0,1.0,38.2,3.06,283.0,851524.0,8039464.0,21338.2,107081.54,,1.0,5.0,24.7,0.5074811156304474,0.114179744624095,0.0319944799535154
6382,JERAULD,0.0,1.0,48.4,2.7,15.0,13144.0,31095.0,58.5,7988.700000000001,1.0,1.0,2.0,14.3,0.5018181818181818,0.1525235443962087,0.0624242424242424
6383,JEROME,0.0,1.0,31.8,3.39,319.0,1051740.0,7356140.0,11866.8,192066.71,2.0,1.0,2.0,18.9,0.5170479238275848,0.1797221238560715,0.3900280510450002
6384,JIM HOGG,0.0,,35.7,3.34,66.0,153048.0,356862.0,310.2,74985.24,,,1.0,19.1,0.5215200503884106,0.1252047423054069,0.9118202813352928
6385,JIM WELLS,54.0,1.0,34.9,3.36,208.0,1166488.0,8662992.0,9776.0,180616.8,,,3.0,19.3,0.4991758100242106,0.1441135603970478,0.801189924277546
6386,JO DAVIESS,0.0,1.0,47.0,2.81,1140.0,1754296.0,25931580.0,41838.0,705375.0,,5.0,9.0,16.4,0.5042742899163526,0.1117674410687987,0.0354812023163893
6387,JOHNSON,3524.0,25.0,35.165913419913416,3.0386952380952383,11550.0,89360732.0,3417315414.0,6832457.1,6873083.149999999,51.0,33.0,84.0,25.7,0.4991731087265874,0.293524743732011,0.1478789277335487
6531,JOHNSTON,2315.0,2.0,36.50531822144726,3.136530078465562,1147.0,7303200.0,181782819.0,223351.0,898432.18,,,29.0,22.5,0.4935087614682806,0.4470404367613669,0.1522076174087861
6535,JONES,20.0,3.0,39.656411917098445,3.0143847150259067,1544.0,5380990.0,54486940.0,82543.3,1070300.35,,8.0,31.0,20.0,0.486688676594549,0.4396159237651761,0.0231806687271705
6571,JOSEPHINE,1173.0,1.0,47.1,2.82,495.0,3095686.0,41268150.0,24948.0,812458.35,14.0,,6.0,23.8,0.4880086629431209,0.2343514698100256,0.0878946768494243
